borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
Bronx,Bathgate,01 One Family Dwellings,1,3046,40,A1,2073 Bathgate Avenue,NA,10457,1,0,1,1933,1344,1899,1,A1,425000,2024-06-27T00:00:00Z
Bronx,Bathgate,01 One Family Dwellings,1,3050,91,A9,503 East 182 Street,NA,10457,1,0,1,1960,1705,1901,1,A9,515000,2024-04-11T00:00:00Z
Bronx,Bathgate,01 One Family Dwellings,1,3053,103,A1,2327 Bassford Ave,NA,10458,1,0,1,913,1248,1901,1,A1,413000,2024-08-06T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,2904,22,B9,454 East 172nd St,NA,10457,2,0,2,1658,1428,1901,1,B9,500000,2024-02-08T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,2912,117,B1,1538 Washington Avenue,NA,10457,2,0,2,2000,2400,1993,1,B1,750000,2024-05-24T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,2912,144,B1,3813 3 Avenue,NA,10457,2,0,2,2000,2400,1993,1,B1,763000,2023-09-07T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,2912,150,B1,521 East 171st Street,NA,10457,2,0,2,2000,2400,1993,1,B1,835000,2024-05-10T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,2927,125,B1,1477 Crotona Place,NA,10456,2,0,2,1900,2394,1994,1,B1,820000,2023-11-17T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3030,202,B3,4465 Park Avenue,NA,10457,2,0,2,1569,1497,1899,1,B3,380000,2024-04-25T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3046,52,B3,2047 Bathgate Avenue,NA,10457,2,0,2,2329,1431,1901,1,B3,57000,2023-10-26T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3050,64,B2,506 East 183,NA,10458,2,0,2,1316,2112,1901,1,B2,494529,2024-03-28T00:00:00Z
Bronx,Bathgate,02 Two Family Dwellings,1,3053,15,B2,2305 Bathgate Avenue,NA,10458,2,0,2,2358,2652,1901,1,B2,470000,2024-03-14T00:00:00Z
Bronx,Bathgate,03 Three Family Dwellings,1,3031,145,C0,412 East 187,NA,10458,3,0,3,1784,2302,2004,1,C0,900000,2023-10-26T00:00:00Z
Bronx,Bathgate,03 Three Family Dwellings,1,3041,9,C0,448 Cyrus Place,NA,10458,3,0,3,2500,1960,1910,1,C0,620000,2023-09-12T00:00:00Z
Bronx,Bathgate,03 Three Family Dwellings,1,3047,29,C0,2108 Bathgate,NA,10457,3,0,3,1650,3316,2005,1,C0,885000,2024-03-15T00:00:00Z
Bronx,Bathgate,07 Rentals - Walkup Apartments,2B,2924,6,C1,1874 Bathgate Avenue,NA,10457,7,0,7,1628,5184,1931,2,C1,890000,2023-09-21T00:00:00Z
Bronx,Bathgate,07 Rentals - Walkup Apartments,2,3030,141,C1,2248 Webster Avenue,NA,10457,27,0,27,3690,16120,1913,2,C1,1950000,2024-07-30T00:00:00Z
Bronx,Bathgate,21 Office Buildings,4,2923,31,O7,4133 3 Avenue,NA,10457,0,1,1,8858,7592,1931,4,O7,7500000,2024-07-01T00:00:00Z
Bronx,Bathgate,22 Store Buildings,4,3030,152,K1,2268 Webster Avenue,NA,10457,0,1,1,4260,3820,1931,4,K1,1300000,2024-08-08T00:00:00Z
Bronx,Bathgate,22 Store Buildings,4,3043,77,K4,521 East Tremont Avenue,NA,10457,0,7,7,8560,13757,1931,4,K4,8225000,2024-04-16T00:00:00Z
Bronx,Bathgate,22 Store Buildings,4,3043,80,K1,513 East Tremont Avenue,NA,10457,0,3,3,5698,5698,1988,4,K1,8225000,2024-04-16T00:00:00Z
Bronx,Bathgate,22 Store Buildings,4,3052,11,K1,4551 Third Avenue,NA,10458,0,3,3,5483,2680,1924,4,K1,2050000,2023-12-21T00:00:00Z
Bronx,Bathgate,29 Commercial Garages,4,3038,3,G2,4502 Park Avenue,NA,10457,0,1,1,4475,4450,1910,4,G2,1500000,2024-07-23T00:00:00Z
Bronx,Bathgate,29 Commercial Garages,4,3044,73,G2,4309 3 Avenue,NA,10457,0,1,1,8288,16380,1931,4,G2,4300000,2023-09-14T00:00:00Z
Bronx,Bathgate,30 Warehouses,4,3044,88,E1,4263 3 Avenue,NA,10457,0,1,1,10868,9800,1931,4,E1,7245900,2024-05-29T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4706,32,A2,3540 Laconia Avenue,NA,10469,1,0,1,2500,1052,1935,1,A2,355000,2023-09-27T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4706,32,A2,3540 Laconia Avenue,NA,10469,1,0,1,2500,1052,1935,1,A2,555000,2024-05-06T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4707,32,A5,1123 East 212 Street,NA,10469,1,0,1,2786,1920,1945,1,A5,625000,2024-03-28T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4708,126,A5,1139 East 213 Street,NA,10469,1,0,1,2000,1140,1945,1,A5,440000,2024-08-02T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4711,48,A9,1323 Needham Avenue,NA,10469,1,0,1,1710,1690,1955,1,A9,566500,2024-03-07T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4715,9,A9,1466 Stickney Place,NA,10469,1,0,1,1890,1690,1950,1,A9,610000,2024-03-22T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4715,80,A9,1449 Stickney Place,NA,10469,1,0,1,1638,1690,1950,1,A9,500000,2024-05-15T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4722,65,A2,1478 Hicks Street,NA,10469,1,0,1,2375,2024,1910,1,A2,575000,2023-11-03T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4724,51,A9,3472 Mickle Avenue,NA,10469,1,0,1,2724,1900,1950,1,A9,240000,2024-08-15T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4733,10,A5,3349 Bouck Avenue,NA,10469,1,0,1,1900,1254,1940,1,A5,590000,2024-06-20T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4734,14,A5,3359 Wilson Avenue,NA,10469,1,0,1,1900,1738,1940,1,A5,510000,2024-08-23T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4735,45,A5,3328 Wilson Avenue,NA,10469,1,0,1,1900,1254,1930,1,A5,525000,2023-11-09T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4736,162,A5,3352 Fish Avenue,NA,10469,1,0,1,1775,1585,1935,1,A5,577000,2024-02-09T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4740,47,A5,3236 Fish Avenue,NA,10469,1,0,1,2500,1736,1935,1,A5,600000,2023-12-22T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4742,3,A5,3261 Corsa Avenue,NA,10469,1,0,1,1800,1260,1950,1,A5,640000,2024-08-12T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4742,33,A5,3212 Fenton Avenue,NA,10469,1,0,1,2050,1280,1920,1,A5,375026,2023-12-15T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4742,53,A5,3252 Fenton Avenue,NA,10469,1,0,1,2050,1280,1920,1,A5,710000,2024-02-01T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4744,26,A5,3313 Mickle Avenue,NA,10469,1,0,1,2375,1260,1940,1,A5,675000,2024-06-04T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4745,46,A5,3322 Mickle Ave,NA,10469,1,0,1,1520,1432,1970,1,A5,560000,2024-08-23T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4746,48,A5,3246 Corsa Avenue,NA,10469,1,0,1,1800,1260,1950,1,A5,535000,2024-05-02T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4750,26,A5,3323 Gunther Avenue,NA,10469,1,0,1,1710,1539,1950,1,A5,360000,2023-11-02T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4750,26,A5,3323 Gunther Avenue,NA,10469,1,0,1,1710,1539,1950,1,A5,665000,2024-03-15T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4751,48,A5,3312 Gunther Avenue,NA,10469,1,0,1,1710,1188,1955,1,A5,550000,2024-04-23T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4774,10,A1,3049 Wickham Avenue,NA,10469,1,0,1,3555,1643,1920,1,A1,640000,2023-11-21T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4778,34,A2,3108 Grace Avenue,NA,10469,1,0,1,3650,1268,1950,1,A2,740000,2023-10-10T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4781,25,A5,3035 Edson Avenue,NA,10469,1,0,1,1710,1674,1955,1,A5,530000,2023-10-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4781,70,A5,3050 Grace Avenue,NA,10469,1,0,1,1737,1116,1955,1,A5,280000,2023-11-14T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4781,73,A5,3056 Grace Avenue,NA,10469,1,0,1,1737,1674,1955,1,A5,450000,2024-07-01T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4784,8,A5,2947 Kingsland Avenue,NA,10469,1,0,1,1692,1534,1960,1,A5,550000,2024-01-10T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4784,23,A1,2927 Kingsland Avenue,NA,10469,1,0,1,3555,2008,1933,1,A1,660000,2024-05-20T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4784,70,A5,1618 Adee Avenue,NA,10469,1,0,1,1443,1534,1960,1,A5,560000,2024-03-21T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4788,42,A2,2922 Tiemann Avenue,NA,10469,1,0,1,2375,910,1930,1,A2,190000,2024-03-07T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4788,46,A1,2932 Tiemann Avenue,NA,10469,1,0,1,2375,741,1930,1,A1,750000,2024-08-06T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4792,18,A9,2831 Gunther Avenue,NA,10469,1,0,1,2375,2034,1925,1,A9,563000,2024-03-29T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4794,53,A2,2848 Wickham Avenue,NA,10469,1,0,1,2375,1117,1935,1,A2,410000,2023-09-18T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4795,36,A5,2814 Bruner Avenue,NA,10469,1,0,1,1706,1732,1965,1,A5,350000,2024-01-23T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4803,49,A1,2738 Gunther Avenue,NA,10469,1,0,1,2375,1116,1925,1,A1,300000,2024-02-08T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4803,49,A1,2738 Gunther Avenue,NA,10469,1,0,1,2375,1116,1925,1,A1,450000,2024-03-18T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4880,19,A1,3235 Baychester Avenue,NA,10469,1,0,1,2500,1526,1920,1,A1,639000,2023-11-28T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4882,1,A2,3378 Ely Avenue,NA,10469,1,0,1,6650,796,1901,1,A2,499995,2024-07-25T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4884,33,A1,3403 Ely Avenue,NA,10469,1,0,1,2660,828,1930,1,A1,505000,2023-09-01T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4886,70,A9,3409 Edson Avenue,NA,10469,1,0,1,7125,500,1970,1,A9,286000,2024-04-01T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4898,8,A5,1275 East 223rd Street,NA,10466,1,0,1,1600,960,1955,1,A5,500000,2024-07-08T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4898,11,A5,1269 East 223rd Street,NA,10466,1,0,1,1600,960,1955,1,A5,510000,2024-08-15T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4905,31,A1,1286 East 229th Street,NA,10466,1,0,1,3150,1856,1965,1,A1,620099,2024-07-03T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4944,51,A1,3710 Secor Avenue,NA,10466,1,0,1,5753,1248,1925,1,A1,999999,2024-04-17T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4945,95,A1,2121 Garrett Place,NA,10466,1,0,1,2658,1130,1930,1,A1,300000,2023-12-26T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4957,57,A1,3919 Murdock Ave,NA,10466,1,0,1,2500,1534,1930,1,A1,520000,2024-08-07T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4959,59,A5,3935 Monticello Avenue,NA,10466,1,0,1,2510,2052,1958,1,A5,712000,2024-02-23T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4960,37,A1,3972 Monticello Avenue,NA,10466,1,0,1,4750,1408,1935,1,A1,715000,2024-02-22T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4971,32,A1,4000 Rombouts Avenue,NA,10466,1,0,1,6554,1255,1930,1,A1,605000,2023-11-02T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4978,68,A5,4039 Ely Ave,NA,10466,1,0,1,1629,1584,1950,1,A5,292500,2024-01-30T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4979,9,A5,4028 Ely Avenue,NA,10466,1,0,1,1710,1152,1940,1,A5,600000,2023-12-11T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4979,26,A5,4062 Ely Avenue,NA,10466,1,0,1,2573,1152,1940,1,A5,427000,2023-09-20T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4979,26,A5,4062 Ely Avenue,NA,10466,1,0,1,2573,1152,1940,1,A5,615000,2024-03-19T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4979,85,A5,4031 Grace Avenue,NA,10466,1,0,1,2605,1260,1950,1,A5,355000,2023-12-07T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4979,85,A5,4031 Grace Avenue,NA,10466,1,0,1,2605,1260,1950,1,A5,740000,2024-04-19T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4980,38,A1,4086 Grace Avenue,NA,10466,1,0,1,2375,2057,1935,1,A1,525000,2024-05-16T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4981,47,A5,4094 Edson Ave,NA,10466,1,0,1,2000,1798,1955,1,A5,660000,2024-06-14T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4983,53,A5,2048 Edenwald Avenue,NA,10466,1,0,1,2200,1260,1950,1,A5,640000,2024-04-01T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4984,59,A2,4067 Murdock Avenue,NA,10466,1,0,1,3742,2250,1940,1,A2,659000,2024-05-07T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4985,16,A5,4040 Murdock,NA,10466,1,0,1,1758,1644,1945,1,A5,585000,2024-05-30T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,4985,75,A5,4037 Hill Avenue,NA,10466,1,0,1,1670,1156,1960,1,A5,265000,2024-07-15T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5134,41,A2,2338 Palmer Avenue,NA,10475,1,0,1,2375,1804,1934,1,A2,442000,2023-09-22T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5226,10,A9,3369 De Reimer Avenue,NA,10475,1,0,1,3750,1699,1959,1,A9,695000,2024-02-23T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5227,45,A1,3360 De Reimer Avenue,NA,10475,1,0,1,3750,1712,1956,1,A1,747000,2023-11-22T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5653,88,A2,2562 Flint Avenue,NA,10475,1,0,1,2926,696,1940,1,A2,494400,2024-05-20T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5653,100,A2,2580 Flint Avenue,NA,10475,1,0,1,3772,560,1940,1,A2,740000,2024-01-09T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5654,326,A2,3449 Mcowen Avenue,NA,10475,1,0,1,4500,750,1950,1,A2,560000,2023-10-16T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4708,35,B1,1111 East 213 Street,NA,10469,2,0,2,2500,1840,1950,1,B1,650000,2024-03-12T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4708,57,B1,1134 East 214th Street,NA,10469,2,0,2,1876,2018,1945,1,B1,649000,2023-12-22T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4717,66,B9,3602 Eastchester Road,NA,10469,2,0,2,2305,2950,1955,1,B9,865000,2024-05-09T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4717,90,B9,1479 Needham Avenue,NA,10469,2,0,2,1741,1912,1958,1,B9,700000,2023-09-13T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4728,63,B2,N/A Kingsland Avenue,NA,10469,2,0,2,3311,3750,2023,1,B2,1135000,2024-06-27T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4729,73,B1,3416 Tiemann Avenue,NA,10469,2,0,2,2534,2160,1950,1,B1,845000,2024-01-10T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4736,26,B1,3323 Seymour Avenue,NA,10469,2,0,2,2500,2440,1920,1,B1,365000,2024-06-28T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4739,50,B1,3232 Wilson Avenue,NA,10469,2,0,2,2658,1976,1930,1,B1,800000,2024-06-13T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4749,47,B3,3314 Kingsland Avenue,NA,10469,2,0,2,3325,2089,1935,1,B3,1045000,2024-02-20T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4752,68,B1,3204 Gunther Avenue,NA,10469,2,0,2,1880,2280,1970,1,B1,850000,2024-07-16T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4755,30,B1,3215 Bruner Avenue,NA,10469,2,0,2,2880,2585,1970,1,B1,500000,2024-01-19T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4755,30,B1,3215 Bruner Avenue,NA,10469,2,0,2,2880,2585,1970,1,B1,705000,2024-02-27T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4755,36,B1,3203 Bruner Avenue,NA,10469,2,0,2,1920,2820,1970,1,B1,725000,2023-12-05T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4759,56,B1,3178 Fish Avenue,NA,10469,2,0,2,2533,3261,1950,1,B1,253749,2023-09-05T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4762,70,B3,3066 Fenton Avenue,NA,10469,2,0,2,1375,1432,1931,1,B3,550000,2023-10-02T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4763,16,B3,3145 Mickle Avenue,NA,10469,2,0,2,1924,1792,1950,1,B3,525000,2023-12-12T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4764,37,B1,3106 Mickle Avenue,NA,10469,2,0,2,2373,2000,2006,1,B1,682228,2024-06-06T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4767,31,B3,1609 Adee Avenue,NA,10469,2,0,2,2500,1944,1960,1,B3,784053,2023-10-24T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4769,32,B2,1705 Hammersley Avenue,NA,10469,2,0,2,3607,3936,1901,1,B2,620000,2024-02-16T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4773,43,B1,1701 Adee Avenue,NA,10469,2,0,2,3069,2500,1955,1,B1,940000,2024-05-10T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4778,151,B1,3142 Grace Avenue,NA,10469,2,0,2,1710,2430,2004,1,B1,890000,2024-01-26T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4779,7,B9,3143 New England Thruway,NA,10469,2,0,2,2240,2707,1970,1,B9,800000,2024-03-08T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4783,71,B1,2912 Eastchester Road,NA,10469,2,0,2,5000,1680,1940,1,B1,929000,2024-06-28T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4789,18,B2,2931 Wickham Avenue,NA,10469,2,0,2,2375,1728,1901,1,B2,800000,2024-05-29T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4792,16,B1,2833a Gunther Avenue,NA,10469,2,0,2,2375,1836,1970,1,B1,403750,2024-04-17T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4793,30,B2,1763 Bartow Avenue,NA,10469,2,0,2,5004,3244,1925,1,B2,514000,2024-02-08T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4803,5,B1,1758 Bartow Ave,NA,10469,2,0,2,2205,1764,1940,1,B1,203406,2024-03-14T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4881,29,B1,3315 Edson Avenue,NA,10469,2,0,2,2850,2055,1975,1,B1,663000,2024-02-28T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4881,92,B1,3340 Edson Ave,NA,10469,2,0,2,4400,2245,1975,1,B1,605000,2024-03-12T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4881,92,B1,3340 Edson Ave,NA,10469,2,0,2,4400,2245,1975,1,B1,999950,2024-07-12T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4881,92,B1,3340 Edson Avenue,NA,10469,2,0,2,4400,2245,1975,1,B1,400000,2024-01-30T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4883,127,B1,3411 Bruner Avenue,NA,10469,2,0,2,3495,2400,2004,1,B1,499000,2024-05-20T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4885,72,B1,3452 Ely Avenue,NA,10469,2,0,2,2375,2227,1920,1,B1,762000,2023-11-09T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4902,12,B1,1165 East 223 St,NA,10466,2,0,2,2500,2040,2018,1,B1,999950,2024-02-21T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4903,91,B1,1841 Schieffelin Avenue,NA,10466,2,0,2,1643,1792,1950,1,B1,695000,2023-10-17T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4922,15,B1,3653 Marolla Place,NA,10466,2,0,2,9605,2316,1954,1,B1,150000,2024-02-22T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4924,27,B1,2102 Needham Ave,NA,10466,2,0,2,1638,2521,2006,1,B1,840000,2024-07-19T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4924,28,B1,2104 Needham Avenue,NA,10466,2,0,2,1457,2721,2006,1,B1,795000,2023-11-03T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4929,49,B9,3903 Ely Avenue,NA,10466,2,0,2,1830,1900,1964,1,B9,625000,2024-06-06T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4929,68,B1,1109 East 231st Street,NA,10466,2,0,2,2407,1952,1955,1,B1,635000,2023-11-28T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4943,46,B2,3684 Harper Avenue,NA,10466,2,0,2,2850,2600,1925,1,B2,935000,2024-07-08T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4945,1,B3,3699 Harper Avenue,NA,10466,2,0,2,2814,1324,1930,1,B3,640000,2023-11-21T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4955,40,B1,3945 De Reimer Ave,NA,10466,2,0,2,2375,2397,2007,1,B1,545000,2024-01-10T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4957,43,B2,3959 Murdock Avenue,NA,10466,2,0,2,2500,1794,1957,1,B2,540000,2024-02-01T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4957,67,B1,1315 E 233rd St,NA,10466,2,0,2,1422,1888,1961,1,B1,100000,2023-11-13T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4957,67,B1,1315 East 233 Street,NA,10466,2,0,2,1422,1888,1961,1,B1,145000,2024-05-20T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4961,42,B3,3967 Amundson Ave,NA,10466,2,0,2,3750,2020,1920,1,B3,740000,2024-05-23T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4961,156,B1,3939 Amundson Ave,NA,10466,2,0,2,2500,2328,2007,1,B1,965000,2023-12-11T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4962,77,B1,3901 Duryea Avenue,NA,10466,2,0,2,2067,2920,1962,1,B1,875000,2024-02-07T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4966,22,B1,4028 Pratt Avenue,NA,10466,2,0,2,5000,1512,1925,1,B1,779000,2023-11-15T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4978,1,B1,1071 East 233 Street,NA,10466,2,0,2,1816,1831,1955,1,B1,750000,2023-12-27T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4978,38,B1,1828 Edenwald Avenue,NA,10466,2,0,2,5000,3216,1930,1,B1,920000,2024-03-12T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4980,89,B2,4027 Edson Avenue,NA,10466,2,0,2,2500,1848,1914,1,B2,780000,2024-07-03T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4981,36,B1,4076 Edson Avenue,NA,10466,2,0,2,2500,1984,1930,1,B1,675000,2024-05-24T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4981,54,B1,4091 Baychester Avenue,NA,10466,2,0,2,3938,3407,1975,1,B1,940000,2024-02-06T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4982,2,B1,4016 Baychester Avenue,NA,10466,2,0,2,1700,2280,1965,1,B1,787500,2023-10-19T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4988,30,B9,4078 Seton Avenue,NA,10466,2,0,2,2500,1848,1963,1,B9,860000,2024-06-07T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4991,6,B3,4055 Pratt,NA,10466,2,0,2,5081,2110,1925,1,B3,585000,2024-06-11T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4991,27,B1,4022 Bell Avenue,NA,10466,2,0,2,3780,3032,1960,1,B1,810000,2024-02-29T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5134,26,B3,2211 Boller Avenue,NA,10475,2,0,2,2375,1080,1910,1,B3,675000,2023-09-12T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5226,26,B1,2017 Givan Ave,NA,10475,2,0,2,1983,2023,1960,1,B1,809000,2023-10-10T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5232,23,B2,3290 Boller Avenue,NA,10475,2,0,2,5462,2200,2005,1,B2,964298,2024-08-08T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5232,53,B1,3310 Boller Avenue,NA,10475,2,0,2,5000,984,1925,1,B1,395000,2023-12-27T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5263,342,B2,3414 Hunter Avenue,NA,10475,2,0,2,3300,3276,2017,1,B2,870000,2023-11-20T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5653,14,B1,2580 Hollers Avenue,NA,10475,2,0,2,4925,1668,1940,1,B1,650000,2023-12-15T00:00:00Z
