borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
Queens,Rosedale,01 One Family Dwellings,1,13569,51,A1,243-38 144th Avenue,NA,11422,1,0,1,3000,1596,1940,1,A1,755820,2024-05-08T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13570,17,A1,243-36 Caney Road,NA,11422,1,0,1,6000,1405,1945,1,A1,425000,2023-09-14T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13570,35,A1,243-55 144th Avenue,NA,11422,1,0,1,3000,1596,1928,1,A1,485810,2023-09-08T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13570,35,A1,243-55 144th Avenue,NA,11422,1,0,1,3000,1596,1928,1,A1,825000,2024-06-04T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13573,41,B3,141-09 243rd Street,NA,11422,2,0,2,4000,3491,1925,1,A1,1250000,2023-09-01T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13575,64,A2,142-43 248 Street,NA,11422,1,0,1,5459,1322,1960,1,A2,661000,2023-09-26T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13581,67,A5,144-16 253rd Street,NA,11422,1,0,1,3045,1680,1970,1,A5,605000,2024-04-05T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13587,9,S1,144-39 256th Street,NA,11422,1,1,2,4300,3376,1945,1,S1,526000,2024-08-07T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13587,9,S1,144-39 256th Street,NA,11422,1,1,2,4300,3376,1945,1,S1,594000,2023-11-16T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13588,13,A2,257-16 145 Avenue,NA,11422,1,0,1,4000,1125,1955,1,A2,480000,2024-03-13T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13588,15,A2,257-20 145th Avenue,NA,11422,1,0,1,2700,861,1955,1,A2,476580,2024-06-28T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13589,73,A1,257-31 145th Avenue,NA,11422,1,0,1,2443,936,1915,1,A1,422788,2024-03-01T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13590,2,A1,141-45 255th Street,NA,11422,1,0,1,3850,1590,1920,1,A1,640000,2024-03-22T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13611,3,A1,248-11 Francis Lewis Blvd,NA,11422,1,0,1,4496,1240,1920,1,A1,645000,2024-01-05T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13612,24,A1,24706 139th Ave,NA,11422,1,0,1,1534,1080,2010,1,A1,665000,2024-06-28T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13613,19,A2,139-15 246 Street,NA,11422,1,0,1,7500,1198,1950,1,A2,800000,2023-10-30T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13619,18,A2,138-15 249th Street,NA,11422,1,0,1,4000,1050,1945,1,A2,583228,2024-02-09T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13634,48,A2,24545 147th Road,NA,11422,1,0,1,3800,1000,1955,1,A2,600000,2024-07-24T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13647,84,A5,253-22 147th Avenue,NA,11422,1,0,1,5054,1440,1960,1,A5,700000,2024-04-18T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13647,90,A5,147-20 253rd Place,NA,11422,1,0,1,3770,1440,1960,1,A5,675000,2023-10-25T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13648,48,A5,253-43 147th Road,NA,11422,1,0,1,2075,1292,1960,1,A5,334040,2024-01-18T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13648,60,A5,147-21 253rd Place,NA,11422,1,0,1,4200,1292,1960,1,A5,670000,2023-12-12T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13649,55,A5,254-26 147th Avenue,NA,11422,1,0,1,4600,1440,1960,1,A5,699000,2024-05-10T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13662,4,A5,147-15 257th Street,NA,11422,1,0,1,3900,1440,1960,1,A5,690000,2023-11-27T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13675,25,A5,25738 149th Avenue,NA,11422,1,0,1,2500,1088,1950,1,A5,559000,2023-09-25T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13675,43,A5,257-55 149th Road,NA,11422,1,0,1,2660,1600,1950,1,A5,645000,2023-10-13T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13676,12,A5,149-81 Weller Lane,NA,11422,1,0,1,4000,1248,1970,1,A5,650000,2023-09-27T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13695,21,A1,26217 Hook Creek Boulevard,NA,11422,1,0,1,5377,1740,1920,1,A1,669000,2024-01-04T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13711,29,A2,147-50 231st Street,NA,11413,1,0,1,4000,946,1940,1,A2,498000,2023-09-21T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13730,15,A5,235-33 148th Avenue,NA,11422,1,0,1,2725,2043,1965,1,A5,680000,2023-12-28T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13735,30,A1,148-32 236th Street,NA,11422,1,0,1,2520,1330,2005,1,A1,640000,2024-07-26T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13739,63,A2,240-02 147th Road,NA,11422,1,0,1,4000,1235,1950,1,A2,570000,2024-06-28T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13749,74,A2,241-19 149th Avenue,NA,11422,1,0,1,4000,1025,1955,1,A2,638000,2023-12-05T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13750,20,B3,147-10 Huxley Street,NA,11422,2,0,2,5980,3085,1950,1,A2,1370000,2023-10-10T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13750,40,B3,147-54 Huxley Street,NA,11422,2,0,2,4000,2400,1955,1,A2,1200000,2023-09-20T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13750,180,A2,147-55 Edgewood Street,NA,11422,1,0,1,5200,978,1955,1,A2,495000,2023-10-30T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13750,180,A2,147-55 Edgewood Street,NA,11422,1,0,1,5200,978,1955,1,A2,675000,2023-12-05T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13921,30,A2,29 1 Street,NA,11422,1,0,1,3500,1006,1920,1,A2,350000,2023-12-27T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13921,30,A2,29 1st Street,NA,11422,1,0,1,3500,1006,1920,1,A2,450000,2024-06-26T00:00:00Z
Queens,Rosedale,01 One Family Dwellings,1,13921,50,A2,9 First Street,NA,11422,1,0,1,4000,1386,1920,1,A2,510000,2024-08-12T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13257,14,B3,138-25 242nd Street,NA,11422,2,0,2,4000,1750,1950,1,B3,855000,2024-02-23T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13456,21,B2,146-31 222nd Street,NA,11413,2,0,2,5700,2444,1960,1,B2,775000,2023-10-04T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13456,66,B2,146-44 223rd Street,NA,11413,2,0,2,3600,2860,1960,1,B2,415000,2024-01-31T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13460,19,B2,146-13 226th Street,NA,11413,2,0,2,3000,1781,2008,1,B2,925000,2024-02-15T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13464,23,B2,146-27 230 St,NA,11413,2,0,2,2500,1728,2005,1,B2,260000,2024-05-17T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13464,23,B2,146-27 230th Street,NA,11413,2,0,2,2500,1728,2005,1,B2,200000,2023-11-20T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13464,54,B3,146-22 230th Place,NA,11413,2,0,2,5000,1325,1945,1,B3,870000,2024-04-30T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13471,28,B3,145-61 223rd Street,NA,11413,2,0,2,3800,2271,1930,1,B3,1200000,2024-05-29T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13471,50,B3,145-52 224th Street,NA,11413,2,0,2,4000,2388,1930,1,B3,1150000,2024-01-17T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13477,1,B3,220-17 145th Road,NA,11413,2,0,2,3800,1267,1930,1,B3,530000,2024-06-04T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13481,23,B2,145-18 225th Street,NA,11413,2,0,2,4250,1894,1955,1,B2,825000,2023-09-08T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13485,166,B2,145-44 229,NA,11413,2,0,2,2642,1800,1960,1,B2,820000,2023-09-29T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13486,42,B3,229-12 145th Avenue,NA,11413,2,0,2,3700,2160,1945,1,B3,1265000,2024-04-03T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13487,33,B3,145-17 230th St,NA,11413,2,0,2,3000,1272,1925,1,B3,535000,2024-03-14T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13490,20,B1,144-49 Springfield Blvd,NA,11413,2,0,2,3208,2000,1999,1,B1,665000,2024-08-21T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13497,9,B3,227-03 145th Avenue,NA,11413,2,0,2,4000,2390,1960,1,B3,1275000,2023-11-10T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13499,48,B2,144-29 229th Street,NA,11413,2,0,2,3000,1856,2005,1,B2,595000,2023-09-07T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13499,48,B2,14429 229th St,NA,11413,2,0,2,3000,1856,2005,1,B2,935000,2024-04-11T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13506,183,B9,143-56 229th,NA,11413,2,0,2,3000,2000,2005,1,B9,645750,2024-02-01T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13509,24,B1,143-47 229th Street,NA,11413,2,0,2,3000,2094,2022,1,B1,1226991,2024-06-05T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13509,25,B1,143-45 229th Street,NA,11413,2,0,2,3000,2093,2022,1,B1,1201535,2024-05-30T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13512,29,B2,143-84 232nd Street,NA,11413,2,0,2,3821,2192,2021,1,B2,1289999,2024-07-02T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13512,31,B2,143-86 232nd Street,NA,11413,2,0,2,3821,2238,2021,1,B2,1290000,2024-05-14T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13512,70,B3,143-35 230th Place,NA,11413,2,0,2,5000,2112,1950,1,B3,510000,2024-04-18T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13516,31,B2,143-44 232nd Street,NA,11413,2,0,2,3000,2097,2023,1,B2,1280000,2024-02-22T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13516,32,B2,143-46 232nd Street,NA,11413,2,0,2,3000,2097,2023,1,B2,1280000,2024-02-22T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13518,18,B3,232-16 143rd Ave,NA,11413,2,0,2,2468,1496,1940,1,B3,648900,2024-06-03T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13539,74,B3,240-26 146th Avenue,NA,11422,2,0,2,3000,1318,1920,1,B3,735000,2024-02-08T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13540,100,B3,146-37 Brookville Boulevard,NA,11422,2,0,2,2577,1748,1925,1,B3,675000,2024-04-18T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13541,32,B3,146-32 Huxley Street,NA,11422,2,0,2,3900,1323,1925,1,B3,475000,2023-09-22T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13546,62,B3,240-06 145th Avenue,NA,11422,2,0,2,3000,1616,1920,1,B3,605000,2024-06-07T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13548,66,B3,240-12 144th Avenue,NA,11422,2,0,2,3000,1624,1925,1,B3,560000,2023-11-06T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13548,66,B3,240-12 144th Avenue,NA,11422,2,0,2,3000,1624,1925,1,B3,1065000,2024-08-20T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13550,49,B3,240-25 144th Avenue,NA,11422,2,0,2,3000,1624,1925,1,B3,575000,2024-01-23T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13550,49,B3,240-25 144th Avenue,NA,11422,2,0,2,3000,1624,1925,1,B3,960000,2024-05-23T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13551,32,B2,241-13 144th Avenue,NA,11422,2,0,2,3000,1376,1925,1,B2,655000,2023-09-13T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13554,77,B3,240-30 143rd Avenue,NA,11422,2,0,2,3000,1500,1930,1,B3,425000,2024-08-15T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13558,49,B3,240-30 141st Avenue,NA,11422,2,0,2,3000,1672,1925,1,B3,515000,2024-05-01T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13563,25,S2,241-10 140 Avenue,NA,11422,2,1,3,2000,2178,1945,1,S2,450000,2023-09-15T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13568,9,B3,243-45 Mayda Road,NA,11422,2,0,2,3000,1624,1925,1,B3,658000,2024-04-02T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13569,7,B3,243-49 145th Avenue,NA,11422,2,0,2,3000,1678,1940,1,B3,400000,2024-04-19T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13573,80,B2,246-12 Memphis Avenue,NA,11422,2,0,2,5000,2496,1955,1,B2,986500,2024-05-23T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13575,20,B2,142-29 248th Street,NA,11422,2,0,2,5000,1440,1955,1,B2,935000,2024-08-12T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13589,14,B2,257-22 144th Ave,NA,11422,2,0,2,4503,2016,1950,1,B2,1218400,2024-06-21T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13589,14,B2,257-22 144th Avenue,NA,11422,2,0,2,4503,2016,1950,1,B2,636000,2023-09-28T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13590,7,B2,141-39 255th Street,NA,11422,2,0,2,3024,1848,2007,1,B2,852000,2024-01-25T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13590,56,B2,257-21 144th Avenue,NA,11422,2,0,2,4120,2300,1960,1,B2,940000,2024-05-29T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13605,34,B3,140-05 255 Street,NA,11422,2,0,2,3900,2450,1955,1,B3,280000,2024-02-29T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13607,10,B3,139-37 253rd Street,NA,11422,2,0,2,4750,1624,1930,1,B3,650000,2023-10-17T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13609,42,B3,139-40 Caney Lane,NA,11422,2,0,2,5000,1092,1920,1,B3,730000,2023-10-30T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13610,25,B3,249-10 139th Avenue,NA,11422,2,0,2,5000,2996,1920,1,B3,1475000,2024-02-28T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13613,17,B2,13919 246th Street,NA,11422,2,0,2,2687,1840,1955,1,B2,80836,2024-03-27T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13627,8,B3,142-03 Hook Creek Boulevard,NA,11422,2,0,2,4600,1568,1950,1,B3,999000,2024-02-07T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13634,17,B3,243-24 147th Avenue,NA,11422,2,0,2,4000,1203,1955,1,B3,840000,2024-02-16T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13634,40,B3,245-40 147th Avenue,NA,11422,2,0,2,5000,2987,1955,1,B3,1450000,2024-04-26T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13636,14,B3,249-18 147 Avenue,NA,11422,2,0,2,4074,2395,1945,1,B3,1275000,2024-01-22T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13642,68,B3,245-19 148th Drive,NA,11422,2,0,2,4000,2254,1955,1,B3,1200000,2023-12-14T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13643,16,B2,245-28 148th Drive,NA,11422,2,0,2,4000,2750,1960,1,B2,1060000,2024-06-17T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13654,38,B2,253-65 149th Avenue,NA,11422,2,0,2,3800,2350,1970,1,B2,1125000,2023-11-20T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13666,90,B2,255-56 148th Avenue,NA,11422,2,0,2,3100,1974,1960,1,B2,1050000,2023-10-30T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13672,9,B3,257-08 148th Avenue,NA,11422,2,0,2,5500,3261,1930,1,B3,1580000,2024-01-22T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13672,11,B3,257-14 148th Ave,NA,11422,2,0,2,6000,3584,1935,1,B3,1620000,2024-03-21T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13672,27,B3,257-46 148th Avenue,NA,11422,2,0,2,6000,3595,1955,1,B3,1540000,2023-11-01T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13673,6,B2,25706 148th Road,NA,11422,2,0,2,6050,2129,1950,1,B2,550000,2023-10-31T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13673,55,B3,25723 148th Drive,NA,11422,2,0,2,4000,2344,1950,1,B3,1110000,2023-12-29T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13676,57,B2,149-40 256th Street,NA,11422,2,0,2,3000,2181,1970,1,B2,192700,2024-03-18T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13677,27,B2,149-37 256th Street,NA,11422,2,0,2,2900,1956,1960,1,B2,135000,2024-01-10T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13698,12,B2,149-33 259th Street,NA,11422,2,0,2,3800,2484,1960,1,B2,755000,2024-02-02T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13706,1,B3,226-02 147th Avenue,NA,11413,2,0,2,3947,2444,1955,1,B3,1195000,2024-05-16T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13706,19,B2,147-28 227th Street,NA,11413,2,0,2,4000,2444,1960,1,B2,888000,2024-01-12T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13707,40,B2,147-23 227,NA,11413,2,0,2,3900,2340,1965,1,B2,900000,2023-10-12T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13710,48,B2,147-37 230th Street,NA,11413,2,0,2,3000,1500,1987,1,B2,730000,2024-01-26T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13711,39,B2,147-74 231st Street,NA,11413,2,0,2,3000,1716,1970,1,B2,895000,2024-04-29T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13720,48,B2,148-45 231st Street,NA,11413,2,0,2,3060,2024,1960,1,B2,717581,2024-07-29T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13733,12,B2,236-07 Bentley Road,NA,11422,2,0,2,3000,1936,2005,1,B2,1024067,2024-03-22T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13733,16,B2,23601a Bentley Rd,NA,11422,2,0,2,6000,1740,2002,1,B2,862000,2023-11-08T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13736,28,B2,236-14 Bentley Road,NA,11422,2,0,2,4512,1500,1988,1,B2,1150000,2024-01-19T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13745,39,B3,241-39 148th Road,NA,11422,2,0,2,4000,1800,1950,1,B3,999999,2024-08-02T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13746,26,B3,239-38 148th Road,NA,11422,2,0,2,4000,2400,1945,1,B3,1299000,2024-04-02T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13747,68,B3,238-39 149th Avenue,NA,11422,2,0,2,4000,2291,1950,1,B3,1389000,2024-06-11T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13748,46,B2,24149 148 Drive,NA,11422,2,0,2,4000,2050,1950,1,B2,550000,2024-07-30T00:00:00Z
Queens,Rosedale,02 Two Family Dwellings,1,13750,131,B3,148-51 Edgewood Street,NA,11422,2,0,2,5200,3089,1955,1,B3,1400000,2024-02-15T00:00:00Z
Queens,Rosedale,03 Three Family Dwellings,1,12981,135,C0,243-01 132nd Road,NA,11422,3,0,3,4000,3713,1920,1,C0,800000,2024-03-25T00:00:00Z
Queens,Rosedale,03 Three Family Dwellings,1,13487,7,C0,230-09 146th Avenue,NA,11413,3,0,3,2500,2160,1925,1,C0,815000,2023-12-19T00:00:00Z
Queens,Rosedale,03 Three Family Dwellings,1,13631,23,C0,137-04 Frankton Street,NA,11422,3,0,3,4040,3975,1955,1,C0,1100000,2023-10-10T00:00:00Z
Queens,Rosedale,03 Three Family Dwellings,1,13644,13,C0,245-12 149th Avenue,NA,11422,3,0,3,2798,2256,1960,1,C0,645000,2023-10-18T00:00:00Z
Queens,Rosedale,03 Three Family Dwellings,1,13657,20,C0,149-70 254th Street,NA,11422,3,0,3,3180,2162,1968,1,C0,794000,2024-04-15T00:00:00Z
Queens,Rosedale,03 Three Family Dwellings,1,13660,19,C0,254-06 Craft Avenue,NA,11422,3,0,3,2600,3384,1960,1,C0,935000,2024-01-08T00:00:00Z
Queens,Rosedale,03 Three Family Dwellings,1,13660,21,C0,253-32 Craft Avenue,NA,11422,3,0,3,3175,3384,1960,1,C0,986000,2024-08-02T00:00:00Z
Queens,Rosedale,21 Office Buildings,4,13263,18,O1,138-55 Brookville Boulevard,NA,11422,0,2,2,2657,1500,1925,4,O1,405000,2023-10-26T00:00:00Z
Queens,Rosedale,22 Store Buildings,4,13207,33,K1,243-14 Merrick Blvd,NA,11422,0,2,2,1308,1300,1933,4,K1,541237,2023-11-21T00:00:00Z
Queens,Rosedale,22 Store Buildings,4,13462,24,K4,228-01 147th Avenue,NA,11413,3,3,6,8485,8450,1950,4,K4,1500000,2024-02-13T00:00:00Z
Queens,Rosedale,22 Store Buildings,4,13598,36,K1,246-10 Francis Lewis Blvd,NA,11422,0,3,3,4254,2750,1936,4,K1,600000,2024-06-05T00:00:00Z
Queens,Rosedale,22 Store Buildings,4,13599,38,K1,24410 Francis Lewis Blvd,NA,11422,0,1,1,675,480,1957,4,K1,700000,2023-10-13T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11968,53,A1,114-48 139th Street,NA,11436,1,0,1,2000,896,1920,1,A1,660000,2024-04-30T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11970,30,A1,114-50 141st Street,NA,11436,1,0,1,2000,896,1920,1,A1,816106,2024-06-12T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11970,56,A1,114-19 140th Street,NA,11436,1,0,1,2500,1505,1920,1,A1,575000,2024-02-26T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11975,8,A5,114-06 Inwood Street,NA,11436,1,0,1,1600,888,1925,1,A5,433500,2024-01-30T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11975,22,A1,114-34 Inwood St,NA,11436,1,0,1,2500,1248,1920,1,A1,745000,2024-04-01T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11975,27,A1,114-42 Inwood Street,NA,11436,1,0,1,2500,1348,1920,1,A1,715000,2023-09-08T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11975,38,A5,114-83 145th Street,NA,11436,1,0,1,1650,980,1925,1,A5,590000,2024-02-23T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11975,54,A5,114-31 145th Street,NA,11436,1,0,1,1408,868,1925,1,A5,570000,2024-07-17T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11976,16,A1,114-22 146th St,NA,11436,1,0,1,2000,896,1925,1,A1,444500,2023-09-08T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11976,33,A1,145-49 115th Avenue,NA,11436,1,0,1,2500,1568,1925,1,A1,200000,2024-03-06T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11976,57,A5,114-27 Inwood Street,NA,11436,1,0,1,1600,1068,1930,1,A5,655000,2023-10-26T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11976,69,A5,114-03 Inwood Street,NA,11436,1,0,1,1600,928,1930,1,A5,530000,2024-03-11T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11977,54,A1,114-41 146th Street,NA,11436,1,0,1,2000,896,1925,1,A1,650000,2024-07-15T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11978,23,A1,114-36 148th Street,NA,11436,1,0,1,2000,1456,1930,1,A1,704000,2023-09-20T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11978,29,A1,114-48 148th Street,NA,11436,1,0,1,2000,1064,1930,1,A1,10000,2024-01-30T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11978,58,A1,114-15 147 Street,NA,11436,1,0,1,2000,896,1930,1,A1,710000,2024-04-19T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11978,58,A1,11415 147th St,NA,11436,1,0,1,2000,896,1930,1,A1,300000,2023-09-15T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11978,59,A1,114-13 147th Street,NA,11436,1,0,1,2000,896,1930,1,A1,165000,2024-03-25T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11979,36,A1,14809 115th Ave,NA,11436,1,0,1,2600,1072,1915,1,A1,670000,2024-03-15T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11979,37,A1,148-05 115th Avenue,NA,11436,1,0,1,2600,1072,1915,1,A1,583637,2024-05-22T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11985,19,B3,115-30 142nd Street,NA,11436,2,0,2,4000,3565,1920,1,A1,750000,2024-01-05T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11986,20,A1,115-32 143rd Street,NA,11436,1,0,1,3000,1120,1955,1,A1,565000,2023-10-16T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11986,46,A1,115-39 142nd Street,NA,11436,1,0,1,4000,1540,1930,1,A1,785000,2024-08-26T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11987,17,A1,115-22 144th Street,NA,11436,1,0,1,2000,868,1925,1,A1,600000,2024-06-21T00:00:00Z
Queens,So. Jamaica-Baisley Park,01 One Family Dwellings,1,11987,54,A1,115-21 143rd Street,NA,11436,1,0,1,6000,1428,1925,1,A1,700000,2023-11-28T00:00:00Z
